Code,Description,Level
39111800,Lighting accessories,3
40000000,Distribution and Conditioning Systems and Equipment and Components,1
40100000,Heating and ventilation and air circulation,2
40101500,Ventilation,3
40101503,Vents,4
40101600,Air circulation and parts and accessories,3
40101601,Blowers,4
40101602,Air circulators,4
40101604,Fans,4
40101700,Cooling equipment and parts and accessories,3
40101701,Air conditioners,4
40101702,Cooling exchangers,4
40101703,Evaporative coolers,4
40101704,Condensing units,4
40101800,Heating equipment and parts and accessories,3
40101801,Radiators,4
40101802,Heat exchangers,4
40101805,Furnaces,4
40101806,Heat pumps,4
40101807,Solar heating units,4
40101808,Heating stoves,4
40101900,Humidity control,3
40101901,Vaporizers,4
40101902,Dehumidifiers,4
40101903,Humidifiers,4
40140000,Fluid and gas distribution,2
40141900,Ducts,3
40142000,Hoses,3
40141600,Valves,3
40141700,Hardware and fittings,3
30181605,Drain,4
30181700,Faucets or taps,3
30181801,Shower head,4
30181701,Spigot,4
30181807,Spout,4
40150000,Industrial pumps and compressors,2
40151500,Pumps,3
41105103,Laboratory centrifugal pumps,4
40151506,Hand pumps,4
40151507,Irrigation pumps,4
40151510,Water pumps,4
40151600,Compressors,3
40151601,Air compressors,4
40151607,Refrigerant compressors,4
40160000,Industrial filtering and purification,2
40161500,Filters,3
40161504,Oil filters,4
40161505,Air filters,4
40161600,Purification,3
40161602,Air cleaners,4
40161700,Separators,3
41000000,Laboratory and Measuring and Observing and Testing Equipment,1
41100000,Laboratory and scientific equipment,2
41101500,Laboratory blending and dispersing and homogenizing equipment and supplies,3
41101502,Stomachers,4
41101503,Laboratory sprayers,4
41101504,Homogenizers,4
41103802,Roller mixers,4
41103805,Laboratory vibrators,4
41121802,Laboratory stirring rods,4
41122402,Magnetic spin bar retrievers or stir bar retrievers,4
41103803,Stirring tables,4
41103804,Multi bank or flocculation equipment,4
41103900,Laboratory centrifuges and accessories,3
41120000,Laboratory supplies and fixtures,2
41105205,Microslide making equipment,4
41103512,Static eliminators,4
41104017,Sample holders,4
41101700,Laboratory boring and grinding and cutting and crushing and pressing equipment,3
41101701,Laboratory mills,4
41101703,Tissue grinders,4
41102916,Microtomes,4
41101705,Laboratory crushers or pulverizers,4
41101706,Laboratory disintegrators,4
41101707,Laboratory presses,4
41101800,Laboratory electron and solid state physics equipment,3
41101801,Electron guns,4
41101802,X ray generators,4
41101803,Coulometers,4
41101804,Electroscopes,4
41101805,Fluxmeters,4
41101806,Magnetometers,4
41101807,Electron diffraction apparatus,4
41101808,Neutron diffraction apparatus,4
41101809,Optical diffraction apparatus,4
41101810,Diffractometers,4
41101900,Laboratory ionic equipment,3
41101901,Ion sources,4
41101902,Ion exchange apparatus,4
41101903,Ion implantation equipment,4
41104001,Sample changers,4
41104002,Sample oxidizer,4
41104003,Sample preparation line,4
41104004,Sample preparation bombs,4
41104007,Water samplers,4
41104008,Air samplers or collectors,4
41104010,Reagent kits for use with air samplers,4
41104011,Filters or other spare parts for samplers,4
41104012,Dust fall holders or jars,4
41104013,Sulphur dioxide or smoke samplers,4
41104014,Sample applicators,4
41104015,Plant samples analysis equipment,4
41104201,Water purification reagents,4
41104202,Deionization or demineralization equipment,4
41104203,Base exchange equipment,4
41104204,Reverse osmosis equipment,4
41104205,Ultra violet water purification units,4
41104206,Ultra pure water systems,4
41104207,Water analysis systems,4
41104208,Dehydrators,4
41104209,Deoxiders,4
41104210,Dissolvers,4
41112210,Remote reading thermometers,4
41112211,Resistance thermometers,4
41112212,Surface thermometers,4
41104301,Standard fermentation units,4
41104302,Continuous culture apparatus,4
41104303,Anaerobic jars or accessories,4
41104304,Digestion systems,4
41104403,Tissue culture incubators,4
41104405,Shaking incubators,4
41104305,Inspissators,4
41104406,Plate incubators,4
41104306,In vitro culture equipment,4
41102400,Laboratory heating and drying equipment,3
41102401,Gas burners,4
41102402,Spirit burners,4
41102403,Laboratory incinerators,4
41102404,Laboratory heaters,4
41102405,Heating mantles or tapes,4
41102406,Laboratory hotplates,4
41102407,Warming cabinets,4
41104508,Induction dryers,4
41102410,Infrared dryers,4
23201201,Spray dryers,4
41102412,Hot air blowers,4
41104600,Laboratory furnaces and accessories,3
41104503,Ageing ovens,4
41104505,Laboratory quartz oven pots,4
41102500,Laboratory entomological equipment and accessories,3
41102501,Laboratory insect containers,4
41102502,Rearing facilities for entomology,4
41102503,Fabric or netting for entomology,4
41102504,Entomological pinning equipment,4
41102505,Entomological mounting materials,4
41102506,Entomological trays,4
41102507,Entomological catching equipment,4
41102508,Entomological aspirators,4
41102509,Entomological dippers,4
41102510,Entomological monocups,4
41102511,Entomological sticky traps,4
41102512,Insect test kits,4
41102513,Entomological display units,4
41102600,Animal laboratory equipment and accessories,3
41102601,Laboratory cages for small animals,4
41102602,Aquaria equipment,4
41102603,Animal identification supplies,4
41102604,Animal catching devices,4
41102605,Fish aeration systems,4
41102700,Crystallography equipment,3
41102701,Crystal lattice models,4
41102702,Scintillation crystal assemblies,4
41102703,Light scattering equipment,4
41102704,X ray diffraction equipment,4
41102705,Crystallizers,4
41102900,Histology equipment,3
41102901,Tissue embedding stations,4
41102905,Histological staining apparatus,4
41104117,Specimen holders,4
41104118,Specimen collection container,4
41102424,Slide warmers,4
41102909,Tissue processors,4
41102910,Tissue culture apparatus,4
41102911,Histological knives or knife holders or blades,4
41102912,Histological glass knife makers,4
41102913,Histological hones or straps or compounds,4
41102914,Ultrasonic disintegrators,4
41103000,Laboratory cooling equipment,3
41103001,Refrigerated cooling plate probes,4
41103003,Cryostats,4
41103004,Fan circulated ovens,4
41103005,Ultra cold or ultralow upright cabinets or freezers,4
41103006,Cryogenic or liquid nitrogen freezers,4
41103007,Chilling units or cold water circulators,4
41103008,Refrigerated cooling modules,4
41121700,Test Tubes,3
41103200,Laboratory washing and cleaning equipment,3
41103201,Chemical engineering washers,4
41103202,Laboratory washing machines,4
41103203,Pipette washers,4
41103300,Fluid mechanics equipment,3
41103301,Liquid scintillation counters,4
41103302,Battery acid hydrometers,4
41103303,Densitometers,4
41104509,Vacuum ovens,4
41103305,High vacuum equipment,4
41103306,Pneumatic vacuum equipment,4
41103307,Vacuum or mercury vapour equipment,4
41103308,High vacuum combustion apparatus,4
41103309,Flow injection analysis equipment,4
41103310,Gas or vapour concentration measuring instruments,4
41103311,Manometers,4
41103312,Viscosimeters,4
41103313,Depth indicators,4
41103314,Microscopic structure estimation apparatus,4
41103315,Solution strength estimation apparatus,4
41103400,Laboratory environmental conditioning equipment,3
41103401,Contamination control screens,4
41103403,Microbiological aircontrol equipment,4
41103406,Isolation glove boxes,4
41103500,Laboratory enclosures and accessories,3
41103501,Ebuliometer,4
41103502,Fume hoods or cupboards,4
41103504,Laminar flow cabinets or stations,4
41104801,Flask or retort units,4
41104802,Bi distillation units,4
41104803,Laboratory evaporators,4
41104806,Extracting equipment for laboratories,4
41104901,Laboratory line filters,4
41104902,Gel filtration equipment,4
41104903,Ultra filtration equipment,4
41104904,Sintered cell filters,4
41104905,Thin channel filtration equipment,4
41104907,Molecular filtration equipment,4
41104908,Laboratory cartridge element filters,4
41104909,Laboratory filter holders or cyclones,4
41104911,Laboratory air filtration systems,4
41104919,Laboratory HEPA filters,4
41104912,Fluid presses filter,4
41105001,Laboratory separators,4
41105002,Laboratory sifting equipment,4
41105003,Test sieves,4
41103509,Laboratory scrubbers,4
41115602,Titration equipment,4
41121502,Laboratory diluters,4
41104810,Fractionation apparatus,4
41104812,Distillation pipings or columns or fittings,4
41104813,Reflux components,4
41104814,Laboratory heat exchange condensers,4
41103700,Laboratory baths,3
41103701,Circulating baths,4
41103702,Thermostatic baths,4
41103703,Multiple baths,4
41103704,Biological baths,4
41103705,Organ baths,4
41103706,Water baths,4
41103707,Oil baths,4
41103708,Sand baths,4
41103709,Refrigerated baths,4
41110000,Measuring and observing and testing instruments,2
41111500,Weight measuring instruments,3
41111501,Electronic toploading balances,4
41111502,Laboratory balances,4
41111503,Mechanical balances,4
41111504,Pull spring balances,4
41111505,Calibration weights or weight sets,4
41111506,Animal weighing scales,4
41111507,Bench scales,4
41111508,Bodyweight measuring scales,4
41111509,Floor or platform scales,4
41111510,Postal scales,4
41111511,Truck or rail scales,4
41111613,Distance meters,4
41111614,Height gauges,4
41111615,Laser measuring systems,4
41111616,Measuring wheels for distance,4
41111600,Length and thickness and distance measuring instruments,3
41111601,Micrometers,4
41111602,Pedometers,4
41111603,Rangefinders,4
41111604,Rulers,4
41111605,Strain gauges,4
41111606,Tellurometers,4
41111607,Thread counters or gauges,4
41111621,Calipers,4
41111709,Binocular light compound microscopes,4
41111710,Combination electron and light microscopes,4
41111720,Scanning electron microscopes,4
41111712,Inverted microscopes,4
41111700,Viewing and observing instruments and accessories,3
41111701,Ion microscopes,4
41111702,Monocular microscopes,4
41111703,Stereo or dissecting light microscopes,4
41111704,Illuminators for microscopes,4
41111705,Microscope objectives,4
41111706,Photo attachments for microscopes,4
41111707,Profile projectors,4
41111708,Video attachments for microscopes,4
41111800,Non destructive examination equipment,3
41111808,X ray radiography examination equipment,4
41111900,Indicating and recording instruments,3
41111901,Counters,4
41111902,Electronic counters,4
41111903,Metal detectors,4
41111904,Electronic columns,4
41111905,Electronic measuring probes,4
41111906,Chart recorders,4
41111907,Digital readout recorders,4
41111908,Graphic recorders,4
41111909,Magnetic tape recorders,4
41111910,Multipen recorders,4
41111911,Oscillographic recorders,4
41111912,Physiological recorders,4
41111913,Point plotting recorders,4
41111914,Servo recorders,4
41111915,Bi metallic sensors,4
41111916,Non contact sensors,4
41111917,Digital testers,4
41111918,Gyroscopic instruments,4
41115301,Light absorption meters,4
41115302,Anechoic chambers,4
41115303,Frequency analyzers,4
41115304,Frequency counters or timer or dividers,4
41115307,Lasers,4
41115308,Lightmeters,4
41115310,Optical calibration sets,4
41115311,Photometers,4
41115314,Polarimeters,4
41115315,Polariscopes,4
41115316,Reflectometers,4
41115402,Spectrographs,4
41115403,Spectrometers,4
41115404,Mass spectrometers,4
41115405,Proton spectrometers,4
41115406,Spectrophotometers,4
41115317,Stroboscopes,4
41112200,Temperature and heat measuring instruments,3
41112201,Calorimeters,4
41112202,Heat tracing equipment,4
41112203,Melting point recorders,4
41112204,Pyrometers,4
41112205,Temperature regulators,4
41112206,Thermocouples,4
41112207,Thermographs,4
41112209,Thermostats,4
41112300,Humidity and moisture measuring instruments,3
41112301,Hygrometers,4
41112302,Psychrometers,4
41112303,Temperature humidity testers,4
41112400,Pressure measuring and control instruments,3
41112401,Depth gauges,4
41112402,Manostats,4
41112403,Pressure indicators,4
41112404,Pressure regulator,4
41112405,Pressure or vacuum recorders,4
41112406,Vacuum gauges,4
41112500,Liquid and gas flow measuring and observing instruments,3
41112501,Flowmeters,4
41112502,Rheometers,4
41112503,Rotameters,4
41112700,Laboratory seed and feed testing equipment,3
41112701,Grain analyzers,4
41112702,Seed counters,4
41112800,Transportation related equipment and instruments,3
41112801,Speedometers,4
41112802,Tachometers,4
41112900,Navigational equipment and instruments,3
41112901,Direction finding compasses,4
41112902,Radio navigation instruments,4
41112903,Sextants,4
41113000,Chemical evaluation instruments and supplies,3
41113001,Digital Analyzer controllers,4
41113002,Chemiluminescence or bioluminescence analyzers,4
41113003,Electrogravimetry analyzers,4
41113004,Flame ionization analyzers,4
41113005,Ion analyzers,4
41113006,Radiometry analyzers,4
41113007,Random access analyzers,4
41113008,Cintigraphic analyzers,4
41113009,Thermal differential analyzers,4
41113010,Thermo gravimetry analyzers,4
41115703,Gas chromatographs,4
41115704,Ion chromatographs,4
41115705,Liquid chromatographs,4
41115707,High pressure liquid chromatograph chromatography,4
41115708,High pressure thin layer chromatograph TLC,4
41115318,Colorimeters,4
41113023,Gel partition equipment,4
41113024,Hydrometers,4
41113025,Monochromators,4
41113026,Nephelometers,4
41113027,Osmometers,4
41115603,pH meters,4
41113029,Polarographs,4
41113030,Radiochromatographic scanner,4
41113031,Saccharometers,4
41113033,Volumeters,4
41113100,Gas analyzers and monitors,3
41113107,Nitrogen gas analyzers,4
41113108,Nitrogen oxide analyzers,4
41113109,ORSAT equipment,4
41113110,Oxygen gas analyzers,4
